text,is_sarcastic
self-deprecating man just scratching surface of how pathetic he actually is,1
area woman almost imagines taste of peppermint mocha on tongue but stops herself,1
economy of vacation town apparently entirely run by overwhelmed high schoolers,1
"'you deserve better than the person you're dating,' reports little voice in back of mind",1
what warren harding can teach us about sex and foreign influence in american politics,0
proof you shouldn't blame teachers for the achievement gap,0
harvey weinstein is despicable. what about bob?,0
blake shelton gushes about gwen stefani before her beautiful 'voice' performance,0
vegas atm steals $600 - can you get it back?,0
read the latest updates on the senate health care vote,0
stephen colbert is just as worried about the new citizenship law as fox news,0
how robert reich is persuading the country to fight for economic equality,0
oscars 2018: the complete winners list,0
pope francis delivers eucharist philly style,1
woman survives 7-story plunge from parking garage in bmw,0
need for more places to sit becomes election's most important issue,1
judge tosses suit accusing trump business dealings of violating constitution,0
"there, like, 6 cop cars outside",1
jeb bush bungles several questions on first day back at home,1
e.l. james admits new erotic novel originally 'tiny toons' fan fiction,1
"farewell to jean nidetch, patron saint of weight watchers",0
scientists announce today best time to look directly at sun,1
bernie sanders requests kentucky primary recanvass,0
"anguished, screaming trump bans father's ghost from press room for silently pointing at him",1
"in india, gaps in quality of care leave women seeking sterilization vulnerable",0
sunset shot at,1
donut-shaped thing in kitchen junk drawer has no discernible purpose whatsoever,1
friends can't stand couple's public displays of hostility,1
deray mckesson breaks down the real meaning of the 'ferguson effect',0
patty jenkins is already thinking about a 'wonder woman' sequel,0
quick-lube shop masters electronic record keeping six years before medical industry,1
outfit just screams police officer,1
mueller wondering why there all this drama over trump's unpaid parking violations,1
hallmark debuts 1-square-inch father's day card with no room for writing anything,1
wake up call to the honduran diaspora,0
donating -- is it the american way?,0
6 tips to boost your career,0
area man killed in committee,1
eagles of death metal singer does groveling 180 on 'pathetic' parkland survivors,0
insiders blame rove for covering up iraq's real wmd,0
kerry vows to raise wife's taxes,1
world's first successful penis transplant results in pregnancy,0
mta officials assure new yorkers that today's subway will run just as fucked up as normal,1
marc andreessen's 'colonialism' gaffe? a symptom of silicon valley bias,0
obese man impaled in wicker-chair disaster,1
woman unaware she's only person on acid at james taylor concert,1
louisa meets bear by lisa gornick,0
andy cohen and taylor swift are over their katy perry drama,0
it's time to stop chasing the impossible ideal,0
cory booker tells seth meyers that u.s. must unite on gun safety,0
what it takes to land a book deal,0
la metro's next ceo,0
jeb bush's super pac blew through $116 million in failed effort,0
fashion-forward pigeon sports bread necklace in bold style choice,0
the real reason your hands are always cold,0
changing the human narrative,0
"actually, donald trump told republicans all along how little he respects democracy",0
frustrated jesus christ forced to find 22nd vessel for reincarnation after death of charles manson,1
nation leery of very odd little boy,1
royal baby born,1
brutal gang rape gives screenplay more 'punch',1
woman drawn to shampoo with most gruesome description of hair,1
"meet 'teacher,' the futuristic machine that's going to show you how to draw",0
an exile artist from iraq paints herself into ancient illustrated manuscripts,0
former mormon missionary center leader accused of sexual assault,0
"'the recovery is here,' reports underemployed man making $20,000 less than he used to",1
fox news struggling to attract younger 60-75 demographic,1
"mute, terrified rubio awakes to find self unable to vocalize any unscripted sentiment",1
"100 million more people will be in poverty by 2030 without action on climate, world bank says",0
avid fisherman forever ruins fishing for son,1
kfc ads get even weirder with norm macdonald as 'real' col. sanders,0
"gm announces money saved from layoffs to fund massive investment in lake homes, private jets",1
two gay texans open up about building their dream family,0
priebus grateful he had so little dignity to begin with,1
universe honors david bowie with emotional starlight vigil,1
amy schumer denies she has a 'blind spot' about race,0
california shooter killed wife the night before attacking elementary school,0
"black cat runs onto hockey rink, likely dooming san jose sharks",0
catherine zeta-jones happy to see people on internet would still hit that,1
here's exactly why a vote for trump is vote against lgbtq rights,0
arctic glacier called to melt before senate energy committee,1
"lifeguard would save drowning man, but who is he to play god?",1
johnson & johnson introduces new leave-in q-tips,1
'glee' finale flashes forward to show dreams come true,0
taylor swift thanks her 'boyfriend adam' during iheartradio music awards speech,0
congrats! you've been auto-enrolled -- now what?,0
new nba starter jackets to come with unwanted pregnancies,1
serena williams tried to deposit first $1 million check at bank drive-thru,0
san bernardino shooting revives nsa surveillance debate,0
jimmy fallon's #myroommateisweird tweets sum up all your roomie nightmares,0
